 1.68 0.837 2.964E-01 -4.920E-03  5.905E-04 4.312E-03 -3.231E-05 1.195E-05 2.479E-05 -1.512E-07 -2.372E-08 1.435E-09 -3.295E-08 4.216E-06
 1.68 0.868 3.121E-01 -5.044E-03  6.444E-04 4.402E-03 -3.774E-05 1.168E-05 3.120E-05 -1.549E-07 -2.497E-08 1.876E-09 -4.400E-08 4.927E-06
 1.68 0.934 3.987E-01 -6.684E-03  8.036E-04 5.888E-03 -5.188E-05 1.440E-05 4.480E-05 -2.105E-07 -3.189E-08 4.914E-09 -8.389E-08 6.989E-06
 1.68 1.005 4.600E-01 -7.748E-03  8.049E-04 6.997E-03 -7.791E-05 2.104E-05 6.883E-05 -2.866E-07 -3.680E-08 1.015E-08 -1.421E-07 1.152E-05
 1.68 1.082 5.368E-01 -8.912E-03  7.924E-04 8.125E-03 -1.271E-04 2.648E-05 1.199E-04 -3.908E-07 -4.294E-08 2.558E-08 -2.573E-07 1.862E-05
 1.68 1.163 6.058E-01 -9.950E-03  6.330E-04 9.328E-03 -2.431E-04 3.574E-05 2.461E-04 -5.973E-07 -4.847E-08 1.017E-07 -6.674E-07 3.749E-05
 1.68 1.248 6.875E-01 -1.108E-02  7.048E-04 1.039E-02 -2.801E-04 4.077E-05 2.841E-04 -6.865E-07 -5.500E-08 1.322E-07 -7.874E-07 4.332E-05
 1.68 1.334 7.660E-01 -9.562E-03  6.023E-04 8.999E-03 -3.757E-04 4.808E-05 3.883E-04 -8.854E-07 -6.128E-08 3.751E-07 -1.247E-06 5.891E-05
 1.68 1.420 8.352E-01 -1.043E-02  6.470E-04 9.831E-03 -4.213E-04 5.277E-05 4.366E-04 -9.843E-07 -1.868E-07 4.622E-07 -1.418E-06 6.588E-05
 1.68 1.504 9.211E-01 -2.083E-02  6.249E-04 1.721E-02  2.423E-03 5.819E-05 5.650E-04 -1.249E-06  1.470E-04 8.797E-07 -2.303E-06 3.190E-03
 1.68 1.588 1.008E+00 -3.060E-02  5.831E-04 2.451E-02  4.643E-03 6.975E-05 8.031E-04 -1.618E-06  2.685E-04 2.460E-06 -3.455E-06 5.782E-03
 1.68 1.672 1.080E+00 -3.862E-02  4.707E-04 3.025E-02  6.636E-03 7.264E-05 1.026E-03 -1.899E-06  3.102E-04 2.531E-05 -4.548E-06 8.064E-03
 1.68 1.756 1.161E+00 -4.737E-02  4.995E-04 3.675E-02  9.013E-03 7.708E-05 1.091E-03 -2.060E-06  4.251E-04 2.761E-05 -5.051E-06 1.063E-02
 1.68 1.839 1.224E+00 -5.690E-02  4.570E-04 4.386E-02  1.122E-02 7.890E-05 1.228E-03 -2.225E-06  4.649E-04 3.983E-05 -5.724E-06 1.303E-02
 1.68 1.923 1.307E+00 -6.735E-02  5.081E-04 5.223E-02  1.343E-02 8.344E-05 1.405E-03 -2.425E-06  4.757E-04 5.335E-05 -6.410E-06 1.543E-02
