 1.68 2.000 1.373E+00 -7.811E-02  3.968E-04 6.002E-02  1.600E-02 8.822E-05 1.533E-03 -2.602E-06  5.288E-04 5.884E-05 -7.019E-06 1.820E-02
 1.68 2.200 1.549E+00 -1.035E-01  3.519E-04 8.037E-02  2.070E-02 9.817E-05 1.966E-03 -3.020E-06  4.966E-04 7.316E-05 -8.478E-06 2.332E-02
 1.68 2.500 1.815E+00 -1.383E-01  3.009E-04 1.078E-01  2.740E-02 1.124E-04 2.561E-03 -3.638E-06  5.008E-04 7.367E-05 -1.058E-05 3.064E-02
 1.68 3.000 2.214E+00 -1.800E-01  2.341E-04 1.401E-01  3.613E-02 1.376E-04 3.362E-03 -4.570E-06  5.768E-04 5.558E-05 -1.343E-05 4.024E-02
 1.68 3.500 2.657E+00 -1.681E-01  2.022E-04 1.358E-01  2.816E-02 1.784E-04 4.241E-03 -5.346E-06 -1.735E-04 4.764E-05 -1.476E-05 3.244E-02
 1.68 4.000 3.098E+00 -1.514E-01  1.769E-04 1.315E-01  1.622E-02 2.258E-04 5.253E-03 -6.181E-06 -1.212E-03 4.033E-05 -1.585E-05 2.050E-02
 1.68 4.500 3.542E+00 -1.975E-01  1.427E-04 1.828E-01  1.065E-02 3.213E-04 6.904E-03 -1.257E-05 -2.487E-03 3.479E-05 -1.897E-05 1.539E-02
 1.68 5.000 4.003E+00 -3.028E-01 -2.244E-05 2.866E-01  4.127E-03 3.735E-03 1.327E-02 -1.534E-05 -3.970E-03 5.898E-05 -8.141E-05 1.712E-02
 2.00 3.500 2.590E+00 -2.091E-01  1.895E-04 1.628E-01  4.194E-02 1.702E-04 3.950E-03 -5.483E-06  5.987E-04 4.491E-05 -1.545E-05 4.668E-02
 2.00 4.000 3.032E+00 -1.915E-01  4.442E-05 1.574E-01  2.363E-02 4.839E-03 6.971E-03 -1.161E-05 -4.628E-04 4.568E-05 -4.804E-05 3.496E-02
 2.00 4.500 3.512E+00 -2.213E-01 -8.370E-05 1.961E-01 -5.882E-03 1.335E-03 3.291E-02 -1.283E-05 -2.275E-03 2.227E-04 -7.223E-05 2.623E-02
 2.00 5.000 3.987E+00 -3.196E-01 -1.149E-04 2.968E-01 -9.665E-03 4.570E-04 3.683E-02 -1.463E-05 -4.890E-03 1.118E-03 -8.209E-05 2.376E-02
 2.50 3.500 2.530E+00 -2.449E-01 -1.387E-05 1.847E-01  3.151E-02 1.091E-02 1.733E-02 -9.419E-06  1.210E-03 5.953E-05 -5.055E-05 6.096E-02
 2.50 4.000 3.016E+00 -2.121E-01 -8.480E-05 1.686E-01 -6.513E-03 6.709E-04 5.069E-02 -1.038E-05 -8.613E-04 6.273E-04 -6.208E-05 4.454E-02
 2.50 4.500 3.504E+00 -2.390E-01 -1.023E-04 2.107E-01 -8.875E-03 4.439E-04 4.007E-02 -1.267E-05 -4.329E-03 1.976E-03 -7.214E-05 2.920E-02
 2.50 5.000 3.980E+00 -3.336E-01 -1.162E-04 3.103E-01 -1.047E-02 4.253E-04 3.915E-02 -1.459E-05 -7.885E-03 3.068E-03 -8.190E-05 2.419E-02
