0  0  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  5e-05  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.0002  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.00045  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.0008  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.00125  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.0018  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.00245  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.0032  0.979801  0.0201964  2.36208e-06  0  -3.00064e-07  0  -1.24633e-05  0  0  0  0  0  0.716769
0  0.00405  0.979779  0.0202184  2.42024e-06  0  -2.9788e-07  0  -1.27526e-05  0  0  0  0  0  0.716209
0  0.005  0.979361  0.0206358  3.52519e-06  0  -2.56379e-07  0  -1.82508e-05  0  0  0  0  0  0.705576
0  0.00605  0.978898  0.0210971  4.74645e-06  0  -2.10509e-07  0  -2.43277e-05  0  0  0  0  0  0.693825
0  0.0072  0.978392  0.0216024  6.08402e-06  0  -1.60271e-07  0  -3.09833e-05  0  0  0  0  0  0.680954
0  0.00845  0.977978  0.0220124  9.18968e-06  0  -1.27819e-07  0  -3.69665e-05  0  0  0  0  0  0.670931
0  0.0098  0.977796  0.0221881  1.57152e-05  0  -1.3531e-07  0  -4.1026e-05  0  0  0  0  0  0.667726
0  0.01125  0.977601  0.0223767  2.27241e-05  0  -1.43354e-07  0  -4.53863e-05  0  0  0  0  0  0.664282
0  0.0128  0.977391  0.0225784  3.02163e-05  0  -1.51954e-07  0  -5.00472e-05  0  0  0  0  0  0.660601
0  0.01445  0.977169  0.022793  3.8192e-05  0  -1.61109e-07  0  -5.50089e-05  0  0  0  0  0  0.656683
0  0.0162  0.976933  0.0230207  4.6651e-05  0  -1.70818e-07  0  -6.02712e-05  0  0  0  0  0  0.652527
0  0.01805  0.976683  0.0232614  5.55933e-05  0  -1.81082e-07  0  -6.58343e-05  0  0  0  0  0  0.648134
0  0.02  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.02205  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0242  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.02645  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0288  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.03125  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0338  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.03645  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0392  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.04205  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.045  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.04805  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0512  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.05445  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
0  0.0578  0.976555  0.023385  6.01854e-05  0  -1.86353e-07  0  -6.8691e-05  0  0  0  0  0  0.645878
