Mass,LogZ,LogLifetime
0.60618314011824,-3.57852488589625,11
0.60618314011824,-3.54855520967794,11
0.60618314011824,-3.51858769984574,11
0.60618314011824,-3.50859903773045,11
0.60618314011824,-3.47863465876764,11
0.60618314011824,-3.44867282415438,11
0.60618314011824,-3.41871371538109,11
0.60618314011824,-3.40872798474307,11
0.60618314011824,-3.37877281518386,11
0.60618314011824,-3.34882084673124,11
0.60618314011824,-3.3188723075666,11
0.60618314011824,-3.30889026499398,11
0.60618314011824,-3.27894668133759,11
0.60618314011824,-3.24900712440638,11
0.60618314011824,-3.21907188098666,11
0.60618314011824,-3.20909447754128,11
0.60618314011824,-3.17916546692999,11
0.60618314011824,-3.14924152055428,11
0.60618314011824,-3.11932299870229,11
0.60618314011824,-3.10935142944407,11
0.60618314011824,-3.07944074504431,11
0.60618314011824,-3.04953642805274,11
0.60618314011824,-3.01963893085271,11
0.60618314011824,-3.00967469670604,11
0.60618314011824,-2.97978705173959,11
0.60618314011824,-2.94990741007618,11
0.60618314011824,-2.92003633934892,11
0.60618314011824,-2.91008132422962,11
0.60618314011824,-2.88022263375194,11
0.60618314011824,-2.85037399862145,11
0.60618314011824,-2.82053613047291,11
0.60618314011824,-2.81059269719211,11
0.60618314011824,-2.78077037855155,11
0.60618314011824,-2.75096068691431,11
0.60618314011824,-2.72116451348845,11
0.60618314011824,-2.71123562261375,11
0.60618314011824,-2.68145896754944,11
0.60618314011824,-2.65169815855285,11
0.60618314011824,-2.62195431020923,11
0.60618314011824,-2.612043666764,11
0.60618314011824,-2.58232430020291,11
0.60618314011824,-2.55262480322838,11
0.60618314011824,-2.52294656742231,11
0.60618314011824,-2.51305880097737,11
0.60618314011824,-2.48341124356003,11
0.60618314011824,-2.45378857542844,11
0.60618314011824,-2.42419253029141,11
0.60618314011824,-2.41433341453699,11
0.60618314011824,-2.38477576735624,11
0.60618314011824,-2.35524925742611,11
0.60618314011824,-2.32575603890718,11
0.60618314011824,-2.31593275699521,11
0.60618314011824,-2.2864875273396,11
0.60618314011824,-2.25708118902025,11
0.60618314011824,-2.22771640961662,11
0.60618314011824,-2.21793787112826,11
0.60618314011824,-2.18863295618063,11
0.60618314011824,-2.15937652063046,11
0.60618314011824,-2.13017185392102,11
0.60618314011824,-2.12044906777893,11
0.60618314011824,-2.09131890772656,11
0.60618314011824,-2.06224902853003,11
0.60618314011824,-2.03324346505566,11
0.60618314011824,-2.02358996939386,11
0.60618314011824,-1.99467687011307,11
0.60618314011824,-1.96583849417013,11
0.60618314011824,-1.93707975809983,11
0.60618314011824,-1.92751210212047,11
0.60618314011824,-1.89886770763868,11
0.60618314011824,-1.87031558428155,11
0.60618314011824,-1.84186167349766,11
0.60618314011824,-1.83239993655299,11
0.60618314011824,-1.8040867993814,11
0.60618314011824,-1.77588706325707,11
0.60618314011824,-1.74780783432957,11
0.60618314011824,-1.73847615265344,11
0.60618314011824,-1.71056930221695,11
0.60618314011824,-1.68280101229239,11
0.60618314011824,-1.65517967313705,11
0.60618314011824,-1.6460067238511,11
0.60618314011824,-1.61859506711142,11
0.60618314011824,-1.5913515124868,11
0.60618314011824,-1.56428580849403,11
0.60618314011824,-1.55530517372004,11
0.60618314011824,-1.52849247860539,11
0.60618314011824,-1.50188197425286,11
0.60618314011824,-1.47548476298071,11
0.60618314011824,-1.46673506617436,11
0.60618314011824,-1.44064018560277,11
0.60618314011824,-1.41478598871341,11
0.60618314011824,-1.38918480834161,11
0.60618314011824,-1.38070948599431,11
0.60618314011824,-1.35546539785297,11
0.60618314011824,-1.33050430230305,11
0.60618314011824,-1.30583947875825,11
0.60618314011824,-1.29768603407195,11
0.60618314011824,-1.27343723579762,11
0.60618314011824,-1.24951638848469,11
0.60618314011824,-1.2259372401877,11
0.60618314011824,-1.22184704654877,11
0.612429998939349,-4.00000135601498,11
0.612429998939349,-3.97826960281028,11
0.612429998939349,-3.94828168227714,11
0.612429998939349,-3.91829462528621,11
0.612429998939349,-3.90829914206188,11
0.612429998939349,-3.87831333319819,11
0.612429998939349,-3.84832853876008,11
0.612429998939349,-3.81834483122236,11
0.612429998939349,-3.80835051684106,11
0.612429998939349,-3.77836838023438,11
0.612429998939349,-3.74838752038975,11
0.612429998939349,-3.71840802849959,11
0.612429998939349,-3.70841518521583,11
0.612429998939349,-3.67843767042756,11
0.612429998939349,-3.64846176247406,11
0.612429998939349,-3.61848757608379,11
0.612429998939349,-3.60849658418641,11
0.612429998939349,-3.57852488589625,11
0.612429998939349,-3.54855520967794,11
0.612429998939349,-3.51858769984574,11
0.612429998939349,-3.50859903773045,11
0.612429998939349,-3.47863465876764,11
0.612429998939349,-3.44867282415438,11
0.612429998939349,-3.41871371538109,11
0.612429998939349,-3.40872798474307,11
0.612429998939349,-3.37877281518386,11
0.612429998939349,-3.34882084673124,11
0.612429998939349,-3.3188723075666,11
0.612429998939349,-3.30889026499398,11
0.612429998939349,-3.27894668133759,11
0.612429998939349,-3.24900712440638,11
0.612429998939349,-3.21907188098666,11
0.612429998939349,-3.20909447754128,11
0.612429998939349,-3.17916546692999,11
0.612429998939349,-3.14924152055428,11
0.612429998939349,-3.11932299870229,11
0.612429998939349,-3.10935142944407,11
0.612429998939349,-3.07944074504431,11
0.612429998939349,-3.04953642805274,11
0.612429998939349,-3.01963893085271,11
0.612429998939349,-3.00967469670604,11
0.612429998939349,-2.97978705173959,11
0.612429998939349,-2.94990741007618,11
0.612429998939349,-2.92003633934892,11
0.612429998939349,-2.91008132422962,11
0.612429998939349,-2.88022263375194,11
0.612429998939349,-2.85037399862145,11
0.612429998939349,-2.82053613047291,11
0.612429998939349,-2.81059269719211,11
0.612429998939349,-2.78077037855155,11
0.612429998939349,-2.75096068691431,11
0.612429998939349,-2.72116451348845,11
0.612429998939349,-2.71123562261375,11
0.612429998939349,-2.68145896754944,11
0.612429998939349,-2.65169815855285,11
0.612429998939349,-2.62195431020923,11
0.612429998939349,-2.612043666764,11
0.612429998939349,-2.58232430020291,11
0.612429998939349,-2.55262480322838,11
0.612429998939349,-2.52294656742231,11
0.612429998939349,-2.51305880097737,11
0.612429998939349,-2.48341124356003,11
0.612429998939349,-2.45378857542844,11
0.612429998939349,-2.42419253029141,11
0.612429998939349,-2.41433341453699,11
0.612429998939349,-2.38477576735624,11
0.612429998939349,-2.35524925742611,11
0.612429998939349,-2.32575603890718,11
0.612429998939349,-2.31593275699521,11
0.612429998939349,-2.2864875273396,11
0.612429998939349,-2.25708118902025,11
0.612429998939349,-2.22771640961662,11
0.612429998939349,-2.21793787112826,11
0.612429998939349,-2.18863295618063,11
0.612429998939349,-2.15937652063046,11
0.612429998939349,-2.13017185392102,11
0.612429998939349,-2.12044906777893,11
0.612429998939349,-2.09131890772656,11
0.612429998939349,-2.06224902853003,11
0.612429998939349,-2.03324346505566,11
0.612429998939349,-2.02358996939386,11
0.612429998939349,-1.99467687011307,11
0.612429998939349,-1.96583849417013,11
0.612429998939349,-1.93707975809983,11
0.612429998939349,-1.92751210212047,11
0.612429998939349,-1.89886770763868,11
0.612429998939349,-1.87031558428155,11
0.612429998939349,-1.84186167349766,11
0.612429998939349,-1.83239993655299,11
0.612429998939349,-1.8040867993814,11
0.612429998939349,-1.77588706325707,11
0.612429998939349,-1.74780783432957,11
0.612429998939349,-1.73847615265344,11
0.612429998939349,-1.71056930221695,11
0.612429998939349,-1.68280101229239,11
0.612429998939349,-1.65517967313705,11
0.612429998939349,-1.6460067238511,11
0.612429998939349,-1.61859506711142,11
0.612429998939349,-1.5913515124868,11
0.612429998939349,-1.56428580849403,11
0.612429998939349,-1.55530517372004,11
0.612429998939349,-1.52849247860539,11
0.612429998939349,-1.50188197425286,11
0.612429998939349,-1.47548476298071,11
0.612429998939349,-1.46673506617436,11
0.612429998939349,-1.44064018560277,11
0.612429998939349,-1.41478598871341,11
0.612429998939349,-1.38918480834161,11
0.612429998939349,-1.38070948599431,11
0.612429998939349,-1.35546539785297,11
0.612429998939349,-1.33050430230305,11
0.612429998939349,-1.30583947875825,11
0.612429998939349,-1.29768603407195,11
0.612429998939349,-1.27343723579762,11
0.612429998939349,-1.24951638848469,11
0.612429998939349,-1.2259372401877,11
0.612429998939349,-1.22184704654877,11
0.618741233099441,-4.00000135601498,11
0.618741233099441,-3.97826960281028,11
0.618741233099441,-3.94828168227714,11
0.618741233099441,-3.91829462528621,11
0.618741233099441,-3.90829914206188,11
0.618741233099441,-3.87831333319819,11
0.618741233099441,-3.84832853876008,11
0.618741233099441,-3.81834483122236,11
0.618741233099441,-3.80835051684106,11
0.618741233099441,-3.77836838023438,11
0.618741233099441,-3.74838752038975,11
0.618741233099441,-3.71840802849959,11
0.618741233099441,-3.70841518521583,11
0.618741233099441,-3.67843767042756,11
0.618741233099441,-3.64846176247406,11
0.618741233099441,-3.61848757608379,11
0.618741233099441,-3.60849658418641,11
0.618741233099441,-3.57852488589625,11
0.618741233099441,-3.54855520967794,11
0.618741233099441,-3.51858769984574,11
0.618741233099441,-3.50859903773045,11
0.618741233099441,-3.47863465876764,11
0.618741233099441,-3.44867282415438,11
0.618741233099441,-3.41871371538109,11
0.618741233099441,-3.40872798474307,11
0.618741233099441,-3.37877281518386,11
0.618741233099441,-3.34882084673124,11
0.618741233099441,-3.3188723075666,11
0.618741233099441,-3.30889026499398,11
0.618741233099441,-3.27894668133759,11
0.618741233099441,-3.24900712440638,11
0.618741233099441,-3.21907188098666,11
0.618741233099441,-3.20909447754128,11
0.618741233099441,-3.17916546692999,11
0.618741233099441,-3.14924152055428,11
0.618741233099441,-3.11932299870229,11
0.618741233099441,-3.10935142944407,11
0.618741233099441,-3.07944074504431,11
0.618741233099441,-3.04953642805274,11
0.618741233099441,-3.01963893085271,11
0.618741233099441,-3.00967469670604,11
0.618741233099441,-2.97978705173959,11
0.618741233099441,-2.94990741007618,11
0.618741233099441,-2.92003633934892,11
0.618741233099441,-2.91008132422962,11
0.618741233099441,-2.88022263375194,11
0.618741233099441,-2.85037399862145,11
0.618741233099441,-2.82053613047291,11
0.618741233099441,-2.81059269719211,11
0.618741233099441,-2.78077037855155,11
0.618741233099441,-2.75096068691431,11
0.618741233099441,-2.72116451348845,11
0.618741233099441,-2.71123562261375,11
0.618741233099441,-2.68145896754944,11
0.618741233099441,-2.65169815855285,11
0.618741233099441,-2.62195431020923,11
0.618741233099441,-2.612043666764,11
0.618741233099441,-2.58232430020291,11
0.618741233099441,-2.55262480322838,11
0.618741233099441,-2.52294656742231,11
0.618741233099441,-2.51305880097737,11
0.618741233099441,-2.48341124356003,11
0.618741233099441,-2.45378857542844,11
0.618741233099441,-2.42419253029141,11
0.618741233099441,-2.41433341453699,11
0.618741233099441,-2.38477576735624,11
0.618741233099441,-2.35524925742611,11
0.618741233099441,-2.32575603890718,11
0.618741233099441,-2.31593275699521,11
0.618741233099441,-2.2864875273396,11
0.618741233099441,-2.25708118902025,11
0.618741233099441,-2.22771640961662,11
0.618741233099441,-2.21793787112826,11
0.618741233099441,-2.18863295618063,11
0.618741233099441,-2.15937652063046,11
0.618741233099441,-2.13017185392102,11
0.618741233099441,-2.12044906777893,11
0.618741233099441,-2.09131890772656,11
0.618741233099441,-2.06224902853003,11
0.618741233099441,-2.03324346505566,11
0.618741233099441,-2.02358996939386,11
0.618741233099441,-1.99467687011307,11
0.618741233099441,-1.96583849417013,11
0.618741233099441,-1.93707975809983,11
0.618741233099441,-1.92751210212047,11
0.618741233099441,-1.89886770763868,11
0.618741233099441,-1.87031558428155,11
0.618741233099441,-1.84186167349766,11
0.618741233099441,-1.83239993655299,11
0.618741233099441,-1.8040867993814,11
0.618741233099441,-1.77588706325707,11
0.618741233099441,-1.74780783432957,11
0.618741233099441,-1.73847615265344,11
0.618741233099441,-1.71056930221695,11
0.618741233099441,-1.68280101229239,11
0.618741233099441,-1.65517967313705,11
0.618741233099441,-1.6460067238511,11
0.618741233099441,-1.61859506711142,11
0.618741233099441,-1.5913515124868,11
0.618741233099441,-1.56428580849403,11
0.618741233099441,-1.55530517372004,11
0.618741233099441,-1.52849247860539,11
0.618741233099441,-1.50188197425286,11
0.618741233099441,-1.47548476298071,11
0.618741233099441,-1.46673506617436,11
0.618741233099441,-1.44064018560277,11
0.618741233099441,-1.41478598871341,11
0.618741233099441,-1.38918480834161,11
0.618741233099441,-1.38070948599431,11
0.618741233099441,-1.35546539785297,11
0.618741233099441,-1.33050430230305,11
0.618741233099441,-1.30583947875825,11
0.618741233099441,-1.29768603407195,11
0.618741233099441,-1.27343723579762,11
0.618741233099441,-1.24951638848469,11
0.618741233099441,-1.2259372401877,11
0.618741233099441,-1.22184704654877,11
0.625117506001419,-4.00000135601498,11
0.625117506001419,-3.97826960281028,11
0.625117506001419,-3.94828168227714,11
0.625117506001419,-3.91829462528621,11
0.625117506001419,-3.90829914206188,11
0.625117506001419,-3.87831333319819,11
0.625117506001419,-3.84832853876008,11
0.625117506001419,-3.81834483122236,11
0.625117506001419,-3.80835051684106,11
0.625117506001419,-3.77836838023438,11
0.625117506001419,-3.74838752038975,11
0.625117506001419,-3.71840802849959,11
0.625117506001419,-3.70841518521583,11
0.625117506001419,-3.67843767042756,11
0.625117506001419,-3.64846176247406,11
0.625117506001419,-3.61848757608379,11
0.625117506001419,-3.60849658418641,11
0.625117506001419,-3.57852488589625,11
0.625117506001419,-3.54855520967794,11
0.625117506001419,-3.51858769984574,11
0.625117506001419,-3.50859903773045,11
0.625117506001419,-3.47863465876764,11
0.625117506001419,-3.44867282415438,11
0.625117506001419,-3.41871371538109,11
0.625117506001419,-3.40872798474307,11
0.625117506001419,-3.37877281518386,11
0.625117506001419,-3.34882084673124,11
0.625117506001419,-3.3188723075666,11
0.625117506001419,-3.30889026499398,11
0.625117506001419,-3.27894668133759,11
0.625117506001419,-3.24900712440638,11
0.625117506001419,-3.21907188098666,11
0.625117506001419,-3.20909447754128,11
0.625117506001419,-3.17916546692999,11
0.625117506001419,-3.14924152055428,11
0.625117506001419,-3.11932299870229,11
0.625117506001419,-3.10935142944407,11
0.625117506001419,-3.07944074504431,11
0.625117506001419,-3.04953642805274,11
0.625117506001419,-3.01963893085271,11
0.625117506001419,-3.00967469670604,11
0.625117506001419,-2.97978705173959,11
0.625117506001419,-2.94990741007618,11
0.625117506001419,-2.92003633934892,11
0.625117506001419,-2.91008132422962,11
0.625117506001419,-2.88022263375194,11
0.625117506001419,-2.85037399862145,11
0.625117506001419,-2.82053613047291,11
0.625117506001419,-2.81059269719211,11
0.625117506001419,-2.78077037855155,11
0.625117506001419,-2.75096068691431,11
0.625117506001419,-2.72116451348845,11
0.625117506001419,-2.71123562261375,11
0.625117506001419,-2.68145896754944,11
0.625117506001419,-2.65169815855285,11
0.625117506001419,-2.62195431020923,11
0.625117506001419,-2.612043666764,11
0.625117506001419,-2.58232430020291,11
0.625117506001419,-2.55262480322838,11
0.625117506001419,-2.52294656742231,11
0.625117506001419,-2.51305880097737,11
0.625117506001419,-2.48341124356003,11
0.625117506001419,-2.45378857542844,11
0.625117506001419,-2.42419253029141,11
0.625117506001419,-2.41433341453699,11
0.625117506001419,-2.38477576735624,11
0.625117506001419,-2.35524925742611,11
0.625117506001419,-2.32575603890718,11
0.625117506001419,-2.31593275699521,11
0.625117506001419,-2.2864875273396,11
0.625117506001419,-2.25708118902025,11
0.625117506001419,-2.22771640961662,11
0.625117506001419,-2.21793787112826,11
0.625117506001419,-2.18863295618063,11
0.625117506001419,-2.15937652063046,11
0.625117506001419,-2.13017185392102,11
0.625117506001419,-2.12044906777893,11
0.625117506001419,-2.09131890772656,11
0.625117506001419,-2.06224902853003,11
0.625117506001419,-2.03324346505566,11
0.625117506001419,-2.02358996939386,11
0.625117506001419,-1.99467687011307,11
0.625117506001419,-1.96583849417013,11
0.625117506001419,-1.93707975809983,11
0.625117506001419,-1.92751210212047,11
0.625117506001419,-1.89886770763868,11
0.625117506001419,-1.87031558428155,11
0.625117506001419,-1.84186167349766,11
0.625117506001419,-1.83239993655299,11
0.625117506001419,-1.8040867993814,11
0.625117506001419,-1.77588706325707,11
0.625117506001419,-1.74780783432957,11
0.625117506001419,-1.73847615265344,11
0.625117506001419,-1.71056930221695,11
0.625117506001419,-1.68280101229239,11
0.625117506001419,-1.65517967313705,11
0.625117506001419,-1.6460067238511,11
0.625117506001419,-1.61859506711142,11
0.625117506001419,-1.5913515124868,11
0.625117506001419,-1.56428580849403,11
0.625117506001419,-1.55530517372004,11
0.625117506001419,-1.52849247860539,11
0.625117506001419,-1.50188197425286,11
0.625117506001419,-1.47548476298071,11
0.625117506001419,-1.46673506617436,11
0.625117506001419,-1.44064018560277,11
0.625117506001419,-1.41478598871341,11
0.625117506001419,-1.38918480834161,11
0.625117506001419,-1.38070948599431,11
0.625117506001419,-1.35546539785297,11
0.625117506001419,-1.33050430230305,11
0.625117506001419,-1.30583947875825,11
0.625117506001419,-1.29768603407195,11
0.625117506001419,-1.27343723579762,11
0.625117506001419,-1.24951638848469,11
0.625117506001419,-1.2259372401877,11
0.625117506001419,-1.22184704654877,11
0.631559487884704,-4.00000135601498,11
0.631559487884704,-3.97826960281028,11
0.631559487884704,-3.94828168227714,11
0.631559487884704,-3.91829462528621,11
0.631559487884704,-3.90829914206188,11
0.631559487884704,-3.87831333319819,11
0.631559487884704,-3.84832853876008,11
0.631559487884704,-3.81834483122236,11
0.631559487884704,-3.80835051684106,11
0.631559487884704,-3.77836838023438,11
0.631559487884704,-3.74838752038975,11
0.631559487884704,-3.71840802849959,11
0.631559487884704,-3.70841518521583,11
0.631559487884704,-3.67843767042756,11
0.631559487884704,-3.64846176247406,11
0.631559487884704,-3.61848757608379,11
0.631559487884704,-3.60849658418641,11
0.631559487884704,-3.57852488589625,11
0.631559487884704,-3.54855520967794,11
0.631559487884704,-3.51858769984574,11
0.631559487884704,-3.50859903773045,11
0.631559487884704,-3.47863465876764,11
0.631559487884704,-3.44867282415438,11
0.631559487884704,-3.41871371538109,11
0.631559487884704,-3.40872798474307,11
0.631559487884704,-3.37877281518386,11
0.631559487884704,-3.34882084673124,11
0.631559487884704,-3.3188723075666,11
0.631559487884704,-3.30889026499398,11
0.631559487884704,-3.27894668133759,11
0.631559487884704,-3.24900712440638,11
0.631559487884704,-3.21907188098666,11
0.631559487884704,-3.20909447754128,11
0.631559487884704,-3.17916546692999,11
0.631559487884704,-3.14924152055428,11
0.631559487884704,-3.11932299870229,11
0.631559487884704,-3.10935142944407,11
0.631559487884704,-3.07944074504431,11
0.631559487884704,-3.04953642805274,11
0.631559487884704,-3.01963893085271,11
0.631559487884704,-3.00967469670604,11
0.631559487884704,-2.97978705173959,11
0.631559487884704,-2.94990741007618,11
0.631559487884704,-2.92003633934892,11
0.631559487884704,-2.91008132422962,11
0.631559487884704,-2.88022263375194,11
0.631559487884704,-2.85037399862145,11
0.631559487884704,-2.82053613047291,11
0.631559487884704,-2.81059269719211,11
0.631559487884704,-2.78077037855155,11
0.631559487884704,-2.75096068691431,11
0.631559487884704,-2.72116451348845,11
0.631559487884704,-2.71123562261375,11
0.631559487884704,-2.68145896754944,11
0.631559487884704,-2.65169815855285,11
0.631559487884704,-2.62195431020923,11
0.631559487884704,-2.612043666764,11
0.631559487884704,-2.58232430020291,11
0.631559487884704,-2.55262480322838,11
0.631559487884704,-2.52294656742231,11
0.631559487884704,-2.51305880097737,11
0.631559487884704,-2.48341124356003,11
0.631559487884704,-2.45378857542844,11
0.631559487884704,-2.42419253029141,11
0.631559487884704,-2.41433341453699,11
0.631559487884704,-2.38477576735624,11
0.631559487884704,-2.35524925742611,11
0.631559487884704,-2.32575603890718,11
0.631559487884704,-2.31593275699521,11
0.631559487884704,-2.2864875273396,11
0.631559487884704,-2.25708118902025,11
0.631559487884704,-2.22771640961662,11
0.631559487884704,-2.21793787112826,11
0.631559487884704,-2.18863295618063,11
0.631559487884704,-2.15937652063046,11
0.631559487884704,-2.13017185392102,11
0.631559487884704,-2.12044906777893,11
0.631559487884704,-2.09131890772656,11
0.631559487884704,-2.06224902853003,11
0.631559487884704,-2.03324346505566,11
0.631559487884704,-2.02358996939386,11
0.631559487884704,-1.99467687011307,11
0.631559487884704,-1.96583849417013,11
0.631559487884704,-1.93707975809983,11
0.631559487884704,-1.92751210212047,11
0.631559487884704,-1.89886770763868,11
0.631559487884704,-1.87031558428155,11
0.631559487884704,-1.84186167349766,11
0.631559487884704,-1.83239993655299,11
0.631559487884704,-1.8040867993814,11
0.631559487884704,-1.77588706325707,11
0.631559487884704,-1.74780783432957,11
0.631559487884704,-1.73847615265344,11
0.631559487884704,-1.71056930221695,11
0.631559487884704,-1.68280101229239,11
0.631559487884704,-1.65517967313705,11
0.631559487884704,-1.6460067238511,11
0.631559487884704,-1.61859506711142,11
0.631559487884704,-1.5913515124868,11
0.631559487884704,-1.56428580849403,11
0.631559487884704,-1.55530517372004,11
0.631559487884704,-1.52849247860539,11
0.631559487884704,-1.50188197425286,11
0.631559487884704,-1.47548476298071,11
0.631559487884704,-1.46673506617436,11
0.631559487884704,-1.44064018560277,11
0.631559487884704,-1.41478598871341,11
0.631559487884704,-1.38918480834161,11
0.631559487884704,-1.38070948599431,11
0.631559487884704,-1.35546539785297,11
0.631559487884704,-1.33050430230305,11
0.631559487884704,-1.30583947875825,11
0.631559487884704,-1.29768603407195,11
0.631559487884704,-1.27343723579762,11
0.631559487884704,-1.24951638848469,11
0.631559487884704,-1.2259372401877,11
0.631559487884704,-1.22184704654877,11
0.638067855895696,-4.00000135601498,11
0.638067855895696,-3.97826960281028,11
0.638067855895696,-3.94828168227714,11
0.638067855895696,-3.91829462528621,11
0.638067855895696,-3.90829914206188,11
0.638067855895696,-3.87831333319819,11
0.638067855895696,-3.84832853876008,11
0.638067855895696,-3.81834483122236,11
0.638067855895696,-3.80835051684106,11
0.638067855895696,-3.77836838023438,11
0.638067855895696,-3.74838752038975,11
0.638067855895696,-3.71840802849959,11
0.638067855895696,-3.70841518521583,11
0.638067855895696,-3.67843767042756,11
0.638067855895696,-3.64846176247406,11
0.638067855895696,-3.61848757608379,11
0.638067855895696,-3.60849658418641,11
0.638067855895696,-3.57852488589625,11
0.638067855895696,-3.54855520967794,11
0.638067855895696,-3.51858769984574,11
0.638067855895696,-3.50859903773045,11
0.638067855895696,-3.47863465876764,11
0.638067855895696,-3.44867282415438,11
0.638067855895696,-3.41871371538109,11
0.638067855895696,-3.40872798474307,11
0.638067855895696,-3.37877281518386,11
0.638067855895696,-3.34882084673124,11
0.638067855895696,-3.3188723075666,11
0.638067855895696,-3.30889026499398,11
0.638067855895696,-3.27894668133759,11
0.638067855895696,-3.24900712440638,11
0.638067855895696,-3.21907188098666,11
0.638067855895696,-3.20909447754128,11
0.638067855895696,-3.17916546692999,11
0.638067855895696,-3.14924152055428,11
0.638067855895696,-3.11932299870229,11
0.638067855895696,-3.10935142944407,11
0.638067855895696,-3.07944074504431,11
0.638067855895696,-3.04953642805274,11
0.638067855895696,-3.01963893085271,11
0.638067855895696,-3.00967469670604,11
0.638067855895696,-2.97978705173959,11
0.638067855895696,-2.94990741007618,11
0.638067855895696,-2.92003633934892,11
0.638067855895696,-2.91008132422962,11
0.638067855895696,-2.88022263375194,11
0.638067855895696,-2.85037399862145,11
0.638067855895696,-2.82053613047291,11
0.638067855895696,-2.81059269719211,11
0.638067855895696,-2.78077037855155,11
0.638067855895696,-2.75096068691431,11
0.638067855895696,-2.72116451348845,11
0.638067855895696,-2.71123562261375,11
0.638067855895696,-2.68145896754944,11
0.638067855895696,-2.65169815855285,11
0.638067855895696,-2.62195431020923,11
0.638067855895696,-2.612043666764,11
0.638067855895696,-2.58232430020291,11
